Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Night_drag_comments,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Shark,Bori
220,13,00,16,30,1995,1,07,Levi,Tel Aviv S,,3.5,,FALSE,,FALSE,,FALSE,,220,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
221,18,00,24,00,1995,1,07,Levi,Ashdod S,6,,,FALSE,,FALSE,,FALSE,,221,,,,,,,,,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
222,00,30,06,30,1995,1,07,Levi,Ashdod S,6,,,FALSE,,FALSE,,FALSE,,222,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
223,08,00,12,00,1995,1,08,Levi,Ashdod S,21,,,FALSE,,FALSE,,FALSE,,223,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
224,13,00,,,1995,1,08,Levi,Ashdod S,21,,,FALSE,,FALSE,,FALSE,,224,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
225,,,,,1995,1,08,Levi,,,1.4,night,TRUE,,FALSE,,FALSE,,225,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
226,06,00,10,45,1995,1,09,Sharot,Ashdod S,,4,,FALSE,,FALSE,,FALSE,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
227,20,00,02,00,1995,1,09,Sharot,Ashdod S,82,,,FALSE,,FALSE,,FALSE,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
228,03,30,08,30,1995,1,10,Sharot,Katza N,21,,,FALSE,,FALSE,,FALSE,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
229,09,00,13,00,1995,1,10,Sharot,Ashdod N,,3.8,,FALSE,,FALSE,,FALSE,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
230,13,30,17,30,1995,1,10,Sharot,Jaffa S,,,,FALSE,,FALSE,,FALSE,,230,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
231,19,00,03,00,1995,1,10,Sharot,gaas S,42,,,FALSE,,FALSE,,FALSE,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
232,04,00,09,30,1995,1,11,Sharot,Ashdod N,42,,,FALSE,,FALSE,,FALSE,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,20,,,,,FALSE,,,,,,,,,,,
233,10,30,16,30,1995,1,11,Sharot,Riding S,42,,,FALSE,,FALSE,,FALSE,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
234,,,,,1995,1,11,Sharot,Ashdod S,,,night,TRUE,,FALSE,,FALSE,,234,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
235,06,30,11,00,1995,1,12,Sharot,Ashdod S,,4,,FALSE,,FALSE,,FALSE,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
236,12,30,17,30,1995,1,12,Sharot,Katza N,42,,,FALSE,,FALSE,,FALSE,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
237,18,00,24,00,1995,1,12,Sharot,Ashdod N,42,,,FALSE,,FALSE,,FALSE,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
238,00,30,08,30,1995,1,13,Sharot,Herzelia S,42,,,FALSE,,FALSE,,FALSE,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
239,09,45,12,45,1995,1,13,Sharot,Ashdod N,,1.85,,FALSE,,FALSE,,FALSE,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
240,13,30,17,30,1995,1,13,Sharot,Jaffa N,,2.85,,FALSE,,FALSE,,FALSE,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
241,18,30,23,30,1995,1,13,Sharot,gaas N,,,,FALSE,,FALSE,,FALSE,Gambari,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,24,,,,,FALSE,,,,,,,,,,,
242,00,00,06,00,1995,1,14,Sharot,Hadera S,8,,,FALSE,,FALSE,,FALSE,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
243,07,00,11,00,1995,1,14,Sharot,Herzelia S,,4,,FALSE,,FALSE,,FALSE,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
244,12,00,17,00,1995,1,14,Sharot,Bat yam N,,4,,FALSE,,FALSE,,FALSE,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
245,18,00,24,00,1995,1,14,Sharot,gaas N,8,,,FALSE,,FALSE,,FALSE,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
246,00,30,06,30,1995,1,15,Sharot,Hadera S,8,,,FALSE,,FALSE,,FALSE,Gambari,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
247,08,00,12,00,1995,1,15,Sharot,Herzelia S,,4,,FALSE,,FALSE,,FALSE,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
248,03,00,08,00,1995,1,23,Levi,Jaffa N,42,,,FALSE,,FALSE,3.1,FALSE,,248,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
249,08,30,13,30,1995,1,23,Levi,Natanya S,42,,,FALSE,,FALSE,,FALSE,,249,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,7,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
250,14,00,18,30,1995,1,23,Levi,Tel Aviv N,42,,,FALSE,,FALSE,,FALSE,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
251,19,00,24,00,1995,1,23,Levi,Natanya S,42,,,FALSE,,FALSE,,FALSE,,251,,,,,,,,,,,,1 M+,,,1,1 B+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,1,,,FALSE,,,,,,,,,,,
252,01,30,07,00,1995,1,24,Levi,Jaffa N,50,,,FALSE,,FALSE,,FALSE,,252,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,2,,,FALSE,,,,,,,,,,,
253,07,45,12,30,1995,1,24,Levi,Natanya S,42,,,FALSE,,FALSE,,FALSE,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
254,13,00,17,30,1995,1,24,Levi,Tel Aviv S,42,,,FALSE,,FALSE,,FALSE,,254,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,10,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
255,22,00,06,30,1995,1,24,Levi,Ashdod N,9,,,FALSE,,FALSE,,FALSE,,255,,,,,,,,,38 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
256,07,30,12,15,1995,1,25,Levi,Palmachim N,,4,,FALSE,,FALSE,,FALSE,,256,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,8.5,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
257,12,45,17,30,1995,1,25,Levi,Herzelia S,42,,,FALSE,,FALSE,,FALSE,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,27,,,,,FALSE,,,,,,,,,,,
258,19,00,01,00,1995,1,25,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,258,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
259,01,30,06,30,1995,1,25,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,259,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
260,07,30,12,10,1995,1,26,Levi,Palmachim N,23,,,FALSE,,FALSE,,FALSE,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,4 Ind,,,10,,,,,FALSE,,,,,,,,,,,
261,12,45,17,15,1995,1,26,Levi,Herzelia S,42,,,FALSE,,FALSE,,FALSE,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
262,00,00,06,30,1995,1,26,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,Gambari,262,,,,,,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
263,07,30,12,30,1995,1,27,Levi,Palmachim N,30,,,FALSE,,FALSE,,FALSE,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
264,13,00,17,00,1995,1,27,Levi,Palmachim N,30,,,FALSE,,FALSE,,FALSE,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
265,19,00,00,30,1995,1,27,Levi,Ashdod N,,,,FALSE,,FALSE,,FALSE,Gambari,265,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
266,01,00,06,00,1995,1,27,Levi,Ashdod N,,,,FALSE,,FALSE,,FALSE,Gambari,266,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
267,07,30,12,30,1995,1,28,Levi,Bat yam N,120,,,FALSE,,FALSE,,FALSE,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
268,14,00,18,00,1995,1,28,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,268,,7 M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
269,19,30,24,30,1995,1,28,Levi,Jaffa N,160,,,FALSE,,FALSE,,FALSE,,269,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,7,,FALSE,,,,,,,,,,,
270,01,30,08,30,1995,1,28,Levi,Michmoret S,160,,,FALSE,,FALSE,1.9,FALSE,,270,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,5,,FALSE,,,,,,,,,,,
271,09,45,14,15,1995,1,29,Levi,Riding S,42,,,FALSE,,FALSE,,FALSE,,271,,,,,,,,,,,,4,,,,,,,,,,4 B+2 S+,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
272,15,00,17,30,1995,1,29,Levi,Palmachim S,25,,,FALSE,,FALSE,,FALSE,,272,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
273,00,00,05,00,1995,1,30,Sharot,Tel Aviv N,160,,,FALSE,,FALSE,,FALSE,,273,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,4,,FALSE,,,,,,,,,,,
274,06,15,12,30,1995,1,30,Sharot,Herzelia S,180,,,FALSE,,FALSE,,FALSE,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
275,14,30,17,30,1995,1,30,Sharot,Herzelia S,27,,,FALSE,,FALSE,,FALSE,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
276,19,00,24,00,1995,1,30,Sharot,Tel Aviv S,42,,,FALSE,,FALSE,,FALSE,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
277,10,30,14,00,1995,1,31,Sharot,Katza N,,4,,FALSE,,FALSE,,FALSE,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
278,14,30,18,00,1995,1,31,Sharot,Ashdod N,,2.55,,FALSE,,FALSE,,FALSE,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
279,22,00,06,00,1995,1,31,Sharot,Michmoret,8,,,FALSE,,FALSE,,FALSE,,279,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
280,07,15,12,00,1995,02,01,Sharot,Michmoret S,32,,,FALSE,,FALSE,,FALSE,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
281,12,30,17,30,1995,02,01,Sharot,Herzelia S,42,,,FALSE,,FALSE,,FALSE,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
282,07,00,12,00,1995,02,02,Sharot,Ashdod N,32,,,FALSE,,FALSE,,FALSE,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
283,12,30,17,30,1995,02,02,Sharot,Tel Aviv N,32,,,FALSE,,FALSE,,FALSE,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
284,19,00,03,00,1995,02,02,Sharot,Hadera S,8,,,FALSE,,FALSE,,FALSE,,284,,,,,,,,,45 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
285,05,00,10,30,1995,02,03,Sharot,Tel Aviv S,32,,,FALSE,,FALSE,,FALSE,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
286,11,00,16,00,1995,02,03,Sharot,Ashdod N,,4,,FALSE,,FALSE,,FALSE,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
287,17,00,23,30,1995,02,03,Sharot,Tel Aviv N,8,,,FALSE,,FALSE,,FALSE,,287,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
288,00,00,06,00,1995,02,03,Sharot,Michmoret S,8,,,FALSE,,FALSE,,FALSE,,288,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
289,07,00,12,00,1995,02,04,Sharot,Tel Aviv S,,3.5,,FALSE,,FALSE,,FALSE,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
290,13,00,17,00,1995,02,04,Sharot,Ashdod N,,3.75,,FALSE,,FALSE,,FALSE,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
291,18,00,23,00,1995,02,04,Sharot,Bat yam S,18,,,FALSE,,FALSE,,FALSE,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
292,00,00,07,00,1995,02,04,Sharot,Ashdod N,,1.5,,FALSE,,FALSE,,FALSE,,292,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
293,22,00,06,00,1995,02,12,Levi,Ashdod N,42,,,FALSE,,FALSE,,FALSE,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
294,07,00,11,30,1995,02,13,Levi,Herzelia S,42,,,FALSE,,FALSE,,FALSE,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,28,,,,,FALSE,,,,,,,,,,,
295,12,00,17,00,1995,02,13,Levi,Bat yam N,27,,,FALSE,,FALSE,,FALSE,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,25,,,,,FALSE,,,,,,,,,,,
296,17,30,22,00,1995,02,13,Levi,Herzelia N,32,,,FALSE,,FALSE,,FALSE,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
297,23,00,06,00,1995,02,13,Levi,Hadera S,52,,,FALSE,,FALSE,,FALSE,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
298,07,00,11,30,1995,02,14,Levi,Riding N,,2.75,,FALSE,,FALSE,,FALSE,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,18,,,,,FALSE,,,,,,,,,,,
299,12,30,17,30,1995,02,14,Levi,Riding S,30,,,FALSE,,FALSE,,FALSE,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,22,,,,,FALSE,,,,,,,,,,,
300,23,00,06,00,1995,02,14,Levi,Ashdod S,,,,FALSE,,FALSE,,FALSE,,300,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
301,07,00,12,00,1995,02,15,Levi,Nitanim N,16,,,FALSE,,FALSE,,FALSE,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
302,12,30,17,30,1995,02,15,Levi,Palmachim N,,4,,FALSE,,FALSE,,FALSE,,302,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
303,18,00,24,00,1995,02,15,Levi,bank,,,,FALSE,,FALSE,,FALSE,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
304,00,30,06,00,1995,02,15,Levi,bank,22,,,FALSE,,FALSE,,FALSE,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
305,06,30,12,1,1995,02,16,Levi,Herzelia S,22,,,FALSE,,FALSE,,FALSE,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
306,13,15,17,15,1995,02,16,Levi,Jaffa S,85,,,FALSE,,FALSE,,FALSE,,306,,5 S+,,,,,,,,,,,,,,2 B+1 S+,,,,,,,,,1,,,,0.5,,,,,,,,FALSE,,,,,,,3,,,FALSE,,,,,,,,,,,
307,21,30,03,30,1995,02,16,Levi,Ashdod S,42,,,FALSE,,FALSE,,FALSE,,307,,2 S+,,,,,,,,,,,,,,3,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,,,7,,,FALSE,,,,,,,,,,,
308,04,30,09,00,1995,02,17,Levi,Gazza N,80,,,FALSE,,FALSE,,FALSE,,308,,3,,,,,,,,,,,,,,3 B+,,,,,,,,,1,,,,0.5,,,,,,,,FALSE,,,,,,,2,,,FALSE,,,,,,,,,,,
309,10,00,15,15,1995,02,17,Levi,Ashdod S,100,,,FALSE,,FALSE,,FALSE,,309,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,1 L+,,,,,,,,FALSE,,,,,,,3,,,FALSE,,,,,,,,,,,
310,15,45,21,15,1995,02,17,Levi,Gazza N,100,,,FALSE,,FALSE,,FALSE,,310,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,3,,,FALSE,,,,,,,,,,,
311,22,30,03,30,1995,02,17,Levi,Ashdod S,100,,,FALSE,,FALSE,,FALSE,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
312,04,00,09,15,1995,02,18,Levi,Gazza N,99,,,FALSE,,FALSE,,FALSE,,312,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1 L+,,,,,,,,FALSE,,,,,,,4,,,FALSE,,,,,,,,,,,
313,10,30,16,30,1995,02,18,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,313,,6 L+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
314,18,00,01,30,1995,02,18,Levi,Jaffa N,180,,,FALSE,,FALSE,,FALSE,,314,,1 L+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,1,,FALSE,,,,,,,,,,,
315,02,30,08,00,1995,02,19,Levi,Michmoret S,110,,,FALSE,,FALSE,,FALSE,,315,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,FALSE,,,,,,,1,,,FALSE,,,,,,,,,,,
316,09,00,13,30,1995,02,19,Levi,Herzelia S,34,,,FALSE,,FALSE,,FALSE,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
317,14,00,17,30,1995,02,19,Levi,Bat yam S,,3.3,,FALSE,,FALSE,,FALSE,,317,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
318,23,00,05,00,1995,02,19,Levi,Ashdod S,140,,,FALSE,,FALSE,,FALSE,,318,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,FALSE,,,,,,,1,2,,FALSE,,,,,,,,,,,
319,13,00,18,00,1995,02,20,Sharot,Gazza N,108,,,FALSE,,FALSE,,FALSE,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
320,19,00,13,30,1995,02,20,Sharot,Gazza N,140,,,FALSE,,FALSE,,FALSE,,320,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,,7,,FALSE,,,,,,,,,,,
321,02,30,09,30,1995,02,21,Sharot,Ashdod S,140,,,FALSE,,FALSE,,FALSE,,321,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,4,,,FALSE,,,,,,,,,,,
322,10,30,17,00,1995,02,21,Sharot,Gazza N,11,,,FALSE,,FALSE,,FALSE,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
323,,,,,1995,02,21,Sharot,Ashdod S,,,night,TRUE,,FALSE,,FALSE,,323,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
324,08,00,14,00,1995,02,22,Sharot,Ashdod S,140,,,FALSE,,FALSE,,FALSE,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,11,,,,,FALSE,,,,,,,,,,,
325,15,00,21,00,1995,02,22,Sharot,Gazza N,140,,,FALSE,,FALSE,,FALSE,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,8,,,2,,FALSE,,,,,,,,,,,
326,22,00,04,00,1995,02,22,Sharot,Ashdod S,140,,,FALSE,,FALSE,,FALSE,,326,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,,5,,FALSE,,,,,,,,,,,
327,05,00,11,00,1995,02,23,Sharot,Gazza N,140,,,FALSE,,FALSE,,FALSE,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
328,12,00,14,00,1995,02,23,Sharot,Ashdod N,120,,,FALSE,,FALSE,,FALSE,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
329,15,30,17,30,1995,02,23,Sharot,Palmachim S,85,,,FALSE,,FALSE,,FALSE,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
330,23,00,04,00,1995,02,23,Sharot,Ashdod N,50,,,FALSE,,FALSE,,FALSE,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
