Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Tamnoon,Soltan_Hol,Adom,Shark,Tuna,Deba,Alafuchim,Sardin_round
228,11,15,15,00,2008,01,19,Levi,Ashdod N,120,,,,FALSE,,FALSE,,228,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
229,16,00,21,00,2008,01,19,Levi,Jaffa N,50,,,,FALSE,,FALSE,,229,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
230,22,30,03,00,2008,01,19,Levi,Natanya S,160,,,,FALSE,,FALSE,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,1,,FALSE,,,,,,1,,
231,04,30,08,00,2008,01,19,Levi,Reedeeng N,32,,,,FALSE,,FALSE,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
232,08,30,11,30,2008,01,20,Levi,Reedeeng N,,,,,FALSE,,FALSE,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,2,,,,,FALSE,,,,,,,,
233,12,00,14,30,2008,01,20,Levi,Hertzlia S,,2.2,,,FALSE,,FALSE,,233,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
234,15,30,18,00,2008,01,20,Levi,Reedeeng S,,2.3,,,FALSE,,FALSE,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,5,,,,,FALSE,,,,,,,,
235,18,30,,,2008,01,20,Levi,Ashdod N,18.5,,,,FALSE,,FALSE,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
236,09,45,12,00,2008,01,21,Levi,Ashkelon N,72,,,,FALSE,,FALSE,,236,,,,,,,,,,1,,,,,,,,,,,,,0.5,,,,,,1,,,,,1,,0.5,FALSE,,,,,,,,,,FALSE,,,,,,,,
237,12,45,16,15,2008,01,21,Levi,Ashdod S,74,,,,FALSE,,FALSE,,237,,,,,,,,,,2,,,,,0.5,,,,,,,,1,,0.5,,,,2,,,,,1,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,
238,17,15,19,30,2008,01,21,Levi,Ashkelon N,74,,,,FALSE,,FALSE,,238,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
239,20,45,01,30,2008,01,21,Levi,Ashdod S,160,,,,FALSE,2.2,FALSE,,239,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,4,2,,FALSE,,,,,,,,
240,03,00,08,00,2008,01,21,Levi,Ashdod S,160,,,,FALSE,,FALSE,,240,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,FALSE,,,,,,,4,1,,FALSE,,,,,,,,
241,09,30,14,30,2008,01,22,Levi,Ashdod S,75,,,,FALSE,,FALSE,,241,,,1 M+,,,,,,,2,,,,,,,,,,,,,0.5,,1,,,,,,,,,1,,0.5,FALSE,,1 Ind,,,,,,,,FALSE,,,,,,,,
242,15,30,19,00,2008,01,22,Levi,Gazza N,50,,,,FALSE,,FALSE,,242,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
243,20,30,03,15,2008,01,22,Levi,Ashdod S,14.5,,,,FALSE,,FALSE,Gambari,243,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,המון מדוזות,,,,,,,,,FALSE,,,,,,,,
244,,,,,2008,01,28,Knaan,,,,,,TRUE,,FALSE,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
245,,,,,2008,01,29,Knaan,,,,,,TRUE,,FALSE,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
246,07,00,09,45,2008,02,01,Doly,Ashdod N,11,1.8,,,FALSE,,FALSE,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10 S+,,,,,FALSE,,,,,,,,
247,10,15,14,00,2008,02,01,Doly,Bat yam N,,2.5,,,FALSE,,FALSE,,247,,,,,1,,1,,,1,,,,,1,1 S+2 B+,,,,1,,,,,,7,,,,,,,,,1,,FALSE,,,,,,,,,,FALSE,,,,,,,,
248,15,30,20,00,2008,02,01,Doly,Reedeeng N,8,,,,FALSE,,FALSE,,248,,,,,1,,,,,,,,,,1,1 B+1 S+,,,,,,,,,,6,,,,,,,,,2,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
249,20,30,00,45,2008,02,01,Doly,Hertzlia N,8,,,,FALSE,,FALSE,,249,,,,,,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,
250,01,15,06,00,2008,02,01,Doly,Ne-urim S,12,,,,FALSE,,FALSE,,250,,,,,1,,,,5 Kg,,,,,,,,,,,,,,,,,3,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
251,06,30,10,00,2008,02,02,Doly,Hertzlia S,,,,,FALSE,,FALSE,,251,,,,,,,,,,,,,,,5,1 S+1 B+,,3,,,,1,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
252,10,30,13,30,2008,02,02,Doly,Jaffa N,14,,,,FALSE,,FALSE,,252,,,,,,,,,,,,,,,5,1 S+1 B+,1,1,,,,,,,,,1,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
253,14,15,17,30,2008,02,02,Doly,Hertzlia N,,3.5,,,FALSE,,FALSE,,253,,,,,,,,,,,1,,,,4,1 S+1 B+1 M+,,1,,,,,,,,,,,,,2,,,1,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
254,18,00,22,45,2008,02,02,Doly,Kfar Vitkin S,14.5,,,,FALSE,,FALSE,,254,,,,,,,,,6 Kg,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
255,23,00,02,30,2008,02,02,Doly,Hertzlia S,,2.8,,,FALSE,,FALSE,,255,,,,,,,,,4 Kg,,,,,,2,1 M+1 S+1 B+,,,,,,,,,,,,,,,0.5,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
256,06,45,10,00,2008,02,03,Doly,Ashdod N,,4,,,FALSE,,FALSE,,256,,,,,,,,,,,,,,,4,,,1,,,1 S+,5,1 S+,,1,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
257,10,30,14,00,2008,02,03,Doly,Jaffa S,,3.7,,,FALSE,,FALSE,,257,,,,,,,,,,,,,,,3,1 S+1 B+,,1,,,,1,2,,,,,,,,,,,1,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
258,14,30,18,00,2008,02,03,Doly,Hertzlia S,,4,,,FALSE,,FALSE,,258,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
259,20,00,00,20,2008,02,03,Doly,Bat yam S,,2.5,,,FALSE,,FALSE,,259,,,,,,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
260,00,45,05,45,2008,02,03,Doly,Ashdod N,,2.5,,,FALSE,,FALSE,,260,,,,,,,,,15 Kg,,,,,,2,1 B+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
261,06,30,09,45,2008,02,04,Doly,Ashdod S,24,,,,FALSE,,FALSE,,261,,,,,,,,,,,,,,,3,1 B+,,,,,,3,1,,,,,,1,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
262,10,15,13,15,2008,02,04,Doly,Ashkelon N,25.5,,,,FALSE,,FALSE,,262,,,,,,,,,,1 M+,,,,,3,1 B+,,,,,1,4,1,,,,,,1,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
263,13,45,15,45,2008,02,04,Doly,Ashdod S,,,,,FALSE,,FALSE,,263,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,3,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
264,18,30,23,00,2008,02,04,Doly,Ashdod N,,1.8,,,FALSE,,FALSE,,264,,,,,,,,,20 Kg,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
265,23,30,04,00,2008,02,04,Doly,Jaffa S,16,,,,FALSE,,FALSE,,265,,,,,2,,,,20 Kg,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
266,14,30,17,30,2008,02,05,Doly,Ashkelon N,26.5,,,,FALSE,,FALSE,,266,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,2,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
267,18,30,23,00,2008,02,05,Doly,Ashdod N,,1.65,,,FALSE,,FALSE,,267,,,,,,,,,15 Kg,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
268,07,15,10,45,2008,02,06,Doly,Ashdod S,27,,,,FALSE,,FALSE,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,
269,11,00,13,45,2008,02,06,Doly,Ashkelon N,32,,,,FALSE,,FALSE,,269,,,,,,,,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
270,14,15,17,30,2008,02,06,Doly,Ashdod S,41,,,,FALSE,,FALSE,,270,,,,,,,,,,1 S+,,,,,2,,,,,,,,,,,,,,,,1,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
271,19,00,00,00,2008,02,06,Doly,Katza N,,1.4,,,FALSE,,FALSE,,271,,,,,,,,,20 Kg,,,,,,,,,,,1 L+,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
272,00,15,05,30,2008,02,06,Doly,Ashdod S,,1.4,,,FALSE,,FALSE,,272,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
273,07,00,10,15,2008,02,07,Doly,Ashdod S,50,,,,FALSE,,FALSE,,273,,,,,,,,,,2,,,,,2.5,,,,,,,,3,,,,,,0.5,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
274,10,45,14,00,2008,02,07,Doly,Katza N,80,,,,FALSE,,FALSE,,274,,1,,,,,,,,4,,,,,2,,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
275,14,45,17,45,2008,02,07,Doly,Ashdod S,75,,,,FALSE,,FALSE,,275,,,,,,,,,,1.5,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
276,19,45,,,2008,02,07,Doly,Katza N,,1.4,,,FALSE,,FALSE,,276,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
277,09,15,13,15,2008,02,08,Doly,Ashdod N,50,,,,FALSE,,FALSE,,277,,,,,,,,,,1,,,,,3,1 S+,,,,,,0.5,3 M+,,,,,,0.5,,,,,1,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
278,14,00,18,00,2008,02,08,Doly,Tel Aviv N,115,,,,FALSE,,FALSE,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,,,,,,TRUE,,,,,,,,
279,18,45,23,15,2008,02,08,Doly,Falick S,160,,,,FALSE,,FALSE,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,,,,,,TRUE,,,,,,,,
280,02,30,07,00,2008,02,09,Doly,Jaffa S,40,,,,FALSE,,FALSE,,280,,,,,,,,,,,,,,,1.5,,,,,,,,2,,,,,,1,,0.5,,,,,,FALSE,,1 Ind,,,2,,,,,FALSE,,,,,,,,
281,07,30,11,00,2008,02,09,Doly,Ashdod S,39,,,,FALSE,,FALSE,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"כתוב: ""בכל העומקים רופוס""(יכול להיות שהיו עוד רשתות בהמשך היום שלא נרשמו ובכולם היה רופוס)",,,,,,,,,FALSE,,,,,,,,
282,07,30,11,30,2008,02,10,Doly,Tel Aviv S,39,,,,FALSE,,FALSE,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,,,,,,TRUE,,,,,,,,
283,20,00,01,00,2008,02,11,Doly,Ashdod S,13.5,,,,FALSE,,FALSE,Gambari,283,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
284,02,00,06,00,2008,02,11,Doly,Ashdod S,14.5,,,,FALSE,,FALSE,Gambari,284,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
285,07,00,10,00,2008,02,12,Levi,Ashdod N,,2.6,,,FALSE,,TRUE,,285,,,,,,,,,,,,,,,4,2,,4 B+,,,,1,,,,,,,,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
286,10,30,,14,2008,02,12,,Rishon S,,1.8,,,FALSE,,TRUE,,286,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
287,15,00,18,00,2008,02,12,Levi,Ashdod N,,3.4,,,FALSE,,TRUE,,287,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
288,18,30,22,00,2008,02,12,Levi,Rishon S,11,,,,FALSE,,TRUE,Gambari,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"מדוזות!, גמברי חלש מאד, אין סרטנים",,,,,,,,,TRUE,,,,,,,,
289,23,00,24,00,2008,02,12,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,289,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
290,13,00,15,00,2008,02,13,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,הרבה מדוזות,,,,3,,,,,FALSE,,,,,,,,
291,16,00,18,30,2008,02,13,Levi,Ashkelon N,21,,,,FALSE,,FALSE,,291,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
292,20,00,01,00,2008,02,13,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,292,,,,,,,,,35 Kg M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
293,01,30,05,30,2008,02,13,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,293,,,,,,,,,30 Kg M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
294,,,,,2008,02,14,Levi,,,,,,TRUE,,FALSE,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
295,10,30,13,30,2008,02,15,Levi,,,3.2,,,FALSE,,FALSE,,295,,,,,,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,,FALSE,הרבה מדוזות,1,,,,,,,,FALSE,,,,,,,,
296,14,30,18,00,2008,02,15,Levi,Bat yam S,,2.4,,,FALSE,,FALSE,,296,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,
297,18,30,24,00,2008,02,15,Levi,Ashdod N,18.5,,,,FALSE,,FALSE,Gambari,297,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,לוקוסים סלע,1,,,,,,,,FALSE,,,,,,,,
298,01,00,05,45,2008,02,15,Levi,Ashdod N,18.5,,,,FALSE,,FALSE,Gambari,298,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,המון מדוזות,,,,,,,,,FALSE,,,,,,,,
299,07,00,10,00,2008,02,16,Levi,Ashdod N,28,,,,FALSE,3.5,FALSE,,299,,,,,,,,,,,,,,,8,,,,,,,3 B+,5,,,,1,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
300,10,45,,,2008,02,16,Levi,Reedeeng S,28,,,,FALSE,2.5,FALSE,,300,,,,,,,,,,,,1,,,6,,,,,,,3 B+,4,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
301,15,00,18,15,2008,02,16,Levi,Palmachim S,30,,,,FALSE,,FALSE,,301,,,,,,0.5,,,,1,,1,,,4,,,,,,,1.5,,1,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
302,19,30,24,00,2008,02,16,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,302,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,פחות מדוזות מאתמול,,,,,,,,,FALSE,,,,,,,,
303,24,30,04,00,2008,02,16,Levi,Ashdod N,17,,,,FALSE,,FALSE,Gambari,303,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
304,08,15,11,45,2008,02,17,Levi,Ashdod N,28,,,,FALSE,,FALSE,,304,,,,,,,,,,,,1,,,7,,,,,,,3,4,,,,,,,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
305,12,15,15,15,2008,02,17,Levi,Jaffa S,28,,,,FALSE,,FALSE,,305,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
306,15,45,18,00,2008,02,17,Levi,Palmachim N,28,,,,FALSE,,FALSE,,306,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
307,19,00,24,00,2008,02,17,Levi,Bat yam S,16,,,,FALSE,,FALSE,,307,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
308,00,30,04,00,2008,02,17,Levi,Ashdod N,17,,,,FALSE,,FALSE,,308,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
309,12,00,12,45,2008,02,25,Doly,Ashdod S,,2.2,,,FALSE,,FALSE,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
310,14,30,18,00,2008,02,25,Doly,Ashdod S,,1.8,,,FALSE,,FALSE,,310,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,3,,,,,,,,,,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,
311,18,30,23,45,2008,02,25,Doly,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,311,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
312,00,00,05,00,2008,02,25,Doly,Ashdod S,,1.2,,,FALSE,,FALSE,,312,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
313,07,15,10,30,2008,02,26,Doly,Ashdod S,40,,,,FALSE,,FALSE,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
314,11,00,13,15,2008,02,26,Doly,Ashkelon N,50,,,,FALSE,,FALSE,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
315,21,30,03,30,2008,02,26,Doly,Ashdod S,12,1.4,,,FALSE,,FALSE,Gambari,315,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
316,08,45,12,30,2008,02,27,Doly,Ashdod S,,3.8,,,FALSE,,FALSE,,316,,,,,,,,,,1 M+1 L+,,,,,10,1 B+1 S+,,,,,,,,,,,3,,,,1.5,,,,,,FALSE,,,,,3.5,,,,,FALSE,,,,,,,,
317,13,15,17,30,2008,02,27,Doly,Ashkelon S,,,,,FALSE,,FALSE,,317,,,,,,,,,,3,,,,,7,1 S+1 M+,,,,,,,,,1,,1,,,,1,,,1,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
318,18,00,23,00,2008,02,27,Doly,Ashkelon N,,1.4,,,FALSE,,FALSE,Gambari,318,,,,,,,,,15 Kg,,,,,,,,,,,1,,,,,,,,,,,,,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,
319,23,15,04,00,2008,02,27,Doly,Ashkelon N,,1.4,,,FALSE,,FALSE,Gambari,319,,,,,,,,,15 Kg,,,,,,,,,,,1,,,,,,,,,,,,,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,
320,06,45,10,15,2008,02,28,Doly,Ashdod S,,3.8,,,FALSE,,FALSE,,320,,,,,,,,,,3,,,,,7,3 B+,1,,,,,,,,,,,,,,1.5,,,1,,,FALSE,ג'רביד מעורב,,,,2.5,,,,,FALSE,,,,,,,,
321,10,45,14,00,2008,02,28,Doly,Ashkelon N,,3.8,,,FALSE,,FALSE,,321,,0.5,,,,,,,,2,,,,,7,2 B+,1,,,,,,,,,,,,,,1.5,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
322,14,15,17,30,2008,02,28,Doly,Ashdod S,,3.8,,,FALSE,,FALSE,,322,,,,,,,,,,3,,,,,6,1 S+1 B+,1,,,,,,,,,,,,,,1,,,,,,FALSE,ג'רביד מעורב,,,,2,,,,,FALSE,,,,,,,,
323,18,15,22,00,2008,02,28,Doly,Katza N,,1.4,,,FALSE,,FALSE,Gambari,323,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
324,22,45,03,45,2008,02,28,Doly,Ashdod N,,1.7,,,FALSE,,FALSE,Gambari,324,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
325,08,15,12,30,2008,02,29,Doly,Ashdod S,,3.5,,,FALSE,,FALSE,,325,,,,,,,,,,2,,,,,6,1 S+,1,,,,,,,,,,,,2,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
326,13,00,17,30,2008,02,29,Doly,Katza N,,4,,,FALSE,,FALSE,,326,,,,,,,,,,2,,,,,7,,1,,,,,,,,,,,,1.5,,,,,,,,FALSE,,1,,,1.5,,,,,FALSE,,,,,,,,
327,18,30,23,30,2008,02,29,Doly,Ashdod N,,1.7,,,FALSE,,FALSE,Gambari,327,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
328,23,45,05,30,2008,02,29,Doly,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,328,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
329,06,30,10,15,2008,03,01,Doly,Ashdod S,,2.6,,,FALSE,,FALSE,,329,,,,,,,,,,2,,,,,8,,1,,,,,,,,,,,,1.5,,,,,,,,FALSE,,,,,2.5,,,,,FALSE,,,,,,,,
330,08,30,12,30,2008,03,02,Doly,Ashdod S,,3.1,,,FALSE,,FALSE,,330,,,,,,,,,,1,,,,,4,1 B+,1,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
331,13,00,17,30,2008,03,02,Doly,Katza N,22,,,,FALSE,,FALSE,,331,,,,,,,,,,2,,,,,6,1 B+,1,,,,,,,,,,,,,,1,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
332,20,00,05,30,2008,03,03,Doly,Ashdod S,15,,,,FALSE,,FALSE,Gambari,332,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
333,,06,30,10,2008,03,04,,Ashkelon S,21.5,,,,FALSE,,FALSE,,333,,,,,,,,,,,,,,,2,,,,,,,0.5,,2,,,,,,,,,,,,,FALSE,"לוקוס אחד ששוקל 5 ק""ג ",1 Ind,,,1.5,,,,,FALSE,,,,,,,,
334,10,45,13,00,2008,03,04,Levi,Ashkelon S,21,,,,FALSE,,FALSE,,334,,,,,,,,,,,,,,,2,,,,,,,0.5 B+,,1,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
335,14,30,18,00,2008,03,04,Levi,Katza N,70,,,,FALSE,,FALSE,,335,,,0.75 L+,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
336,20,00,,,2008,03,04,Levi,Ashdod S,,1.4,כל הלילה,,FALSE,,FALSE,Gambari,336,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
337,07,15,10,15,2008,03,05,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,337,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
338,10,45,14,00,2008,03,05,Levi,Ashkelon N,,2.6,,,FALSE,,FALSE,,338,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
339,14,30,18,00,2008,03,05,Levi,Ashdod N,,3.2,,,FALSE,,FALSE,,339,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
340,18,30,00,00,2008,03,05,Levi,Ashdod N,,1.85,,,FALSE,,FALSE,Gambari,340,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
