Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,box_only,night_drag_prawn,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Many Nasralas,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Gomber,Vak Vak,Shark,Pijama,Aras
3141,6,30,0,15,2017,10,15,Michael,Tzfoni,20,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,6,,,,26.5 Kg,,,3 Kg,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3148,19,15,2,45,2017,10,17,Michael,Tzfoni,,2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,7,,,1,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3151,19,15,1,0,2017,10,18,Michael,Tzfoni,,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3152,1,30,6,30,2017,10,18,Michael,Tzfoni,,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3155,18,15,23,30,2017,10,19,Michael,Tzfoni,,1.75,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5.5,,,1,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3156,24,0,3,0,2017,10,19,Michael,Tzfoni,,2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,0.5,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3163,18,45,23,30,2017,10,21,Michael,Tzfoni,,2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,1,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3164,0,0,3,30,2017,10,21,Michael,Tzfoni,,2,,,FALSE,,FALSE,,FALSE,FALSE,,,,,3,,,0.5,10.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3167,18,30,0,30,2017,10,22,Michael,Tzfoni,,1.6,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5.5,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,0.5,,,,,,,,,,,,
3206,23,15,3,30,2017,11,1,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3.5,,,1,21 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3212,17,15,20,45,2017,11,3,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2.5,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3224,0,30,5,30,2017,11,6,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3228,23,0,3,30,2017,11,7,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,0.5,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3259,17,15,21,30,2017,11,17,Michael,Tzfoni,,1.45,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3260,2,45,5,45,2017,11,17,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,3 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.75,,,,,FALSE,,,,,,,,,,,,,,
3267,18,0,22,30,2017,11,19,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3.5,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3268,23,0,3,30,2017,11,19,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3338,0,30,5,45,2017,12,13,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,9 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3372,1,30,3,30,2017,12,23,Levi,Tzfoni,,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3405,18,15,23,0,2018,1,10,Michael,Tzfoni,22,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,0.75,,,,10 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3413,0,30,6,30,2018,1,12,Michael,Tzfoni,0,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1,,,,15 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3426,17,45,22,45,2018,1,17,Michael,Tzfoni,20,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,,,,,5 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3427,23,15,1,15,2018,1,17,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,1.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3468,0,45,6,15,2018,2,5,Michael,Tzfoni,,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1,,,,8 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3514,0,45,6,15,2018,2,26,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,1.5,,,,8 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3597,18,30,1,0,2018,4,6,Michael,Tzfoni,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,1.5,16.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3598,1,30,6,30,2018,4,6,Michael,Tzfoni,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,1,16.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3600,1,15,18,45,2018,4,7,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3.5,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3744,20,45,3,45,2018,6,6,Michael,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3847,19,0,23,30,2018,9,15,Michael,Tzfoni,2.4,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,16.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.33,,,,,FALSE,,,,,,,,,,,,,,
3851,19,15,0,45,2018,9,16,Michael,Tzfoni,23,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,23.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3852,1,15,6,30,2018,9,16,Michael,Tzfoni,23,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,4,,,,20 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3883,1,0,3,45,2018,9,27,Levi,Tzfoni,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3885,19,0,0,30,2018,9,28,Michael,Tzfoni,,2.75,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.75,,8,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.75,,,,,FALSE,,,,,,,,,,,,,,
3886,1,15,6,30,2018,9,28,Michael,Tzfoni,,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,,,8,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3891,19,0,0,30,2018,9,30,Michael,Tzfoni,,2.7,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,9,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3895,19,0,23,45,2018,10,1,Michael,Tzfoni,,2.7,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,10,,,,23 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3896,0,15,3,30,2018,10,1,Michael,Tzfoni,,2.7,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,8,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
410,21,30,4,0,2014,4,3,Levi,Tzfoni N,11.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,1,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
667,20,45,3,0,2014,7,31,Levi,Tzfoni N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,25 Kg S+ B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2125,22,30,2,0,2016,4,27,Levi,Tzfoni N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
7,1,45,5,45,2013,10,2,Doli,Tzinor biuv,18,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1.5,,,1.5,28 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
69,24,45,3,45,2013,10,24,Doli,Tzinor biuv,,2.8,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
159,5,30,10,45,2013,11,23,Levi,Tzinor biuv,,2.6,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,6,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
1117,0,15,4,0,2015,1,25,Levi,Tzinor biuv,,2.85,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1121,6,45,11,0,2015,1,27,Michael,Tzinor biuv,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,1,,,,,,,1,,1.5,,,,,,,,,,1.5,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1134,21,0,1,0,2015,2,1,Michael,Tzinor biuv,19.25,,,,FALSE,,FALSE,,FALSE,TRUE,,,,,,,,,6 Kg,,,,,,,,1.5,,3 Kg,,,,,,,,,4 Kg,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1322,6,0,11,15,2015,5,14,Michael,Tzinor biuv,15,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.75,,1,,,,,,,,,,3 Kg,,2,0.5,0.75,,,,0.5,,,,,0.5,,,0.5,,,,,1,FALSE,FALSE,4 zereli,,,,,,,,,FALSE,,,,,,,,,,,,,,
1345,6,15,9,30,2015,6,11,Michael,Tzinor biuv,,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,,,1.5,,0.5,,,,,,,,,0.25,,,3 Kg,,,,,0.25,FALSE,FALSE,,,,,,,,,,FALSE,,0.5,,,,,,,,,,,,
1410,20,45,3,0,2015,7,16,Michael,Tzinor biuv,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,0.5,,,,10 Kg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,1,,,,,,,,,,,,
1557,20,30,1,30,2015,8,29,Levi,Tzinor biuv,1.8,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,1,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1578,17,45,21,45,2015,9,3,Michael,Tzinor biuv,,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,3 Kg,,,,,,,,1.5,,,,1 Kg,,3 Kg,,,,,,,,3 Kg,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1644,7,0,11,30,2015,9,28,Levi,Tzinor biuv,,3.2,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,5,,,,3 Kg M+,1.5,,,,,,1 M+,,,,,,,0.25 L+,,,,,0.25,,,,,,,,1.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1914,19,30,1,0,2016,1,20,Michael,Tzinor biuv,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,39,,,,,,,,,,,,,,1,,,,,,,,,,,,1.5 Kg,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,1 Kg,,,,,
2744,13,30,18,0,2017,4,6,Michael,Tzinor biuv,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,1,,,3 Kg,,,,,,,,,,0.75,,,1.25,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2991,1,45,6,15,2017,9,1,Levi,Tzinor biuv,,2.5,,,FALSE,,FALSE,,FALSE,TRUE,,,,,1,,,1,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3027,0,15,3,45,2017,9,10,Michael,Tzinor biuv,,,,,FALSE,,FALSE,Levi,FALSE,FALSE,,,,,2,,,1,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3047,1,30,6,30,2017,9,15,Michael,Tzinor biuv,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,3,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3070,21,30,2,0,2017,9,25,Levi,Tzinor biuv,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,4,,,0.25,15 Kg,,,,,,,,,,,0.25 S+,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3071,2,30,6,15,2017,9,25,Levi,Tzinor biuv,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.75,,4,,,,25 Kg,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3079,21,0,1,30,2017,9,26,Levi,Tzinor biuv,17,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,25 Kg,,,,,,,,,,1,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3088,2,0,6,30,2017,10,1,Michael,Tzinor biuv,,1.7,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,1,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3092,0,0,3,30,2017,10,2,Michael,Tzinor biuv,,1.7,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,0.5,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3123,2,15,6,30,2017,10,11,Levi,Tzinor biuv,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,7,,,1,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3127,21,15,3,15,2017,10,12,Levi,Tzinor biuv,18,2.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,8,,,1,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3186,1,30,6,30,2017,10,27,Levi,Tzinor biuv,18,2.6,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3189,18,30,0,0,2017,10,28,Levi,Tzinor biuv,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3190,0,45,3,30,2017,10,28,Levi,Tzinor biuv,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,0.5,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
166,22,0,3,15,2013,11,24,Levi,Tzinor biuv N,38,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1.5 M+,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
185,14,15,17,15,2013,11,30,Doli,Tzinor biuv N,,5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,1 B+,,,,,,,,,,,,,,,FALSE,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,,,,
187,0,0,5,45,2013,11,30,Doli,Tzinor biuv N,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,2,25 B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
241,7,30,11,30,2013,12,21,Levi,Tzinor biuv N,22.5,4,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,4,,,,,,,2 S+,2,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
364,20,45,3,30,2014,3,16,Levi,Tzinor biuv N,16,,14-18F,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
556,13,45,19,15,2014,5,23,Levi,Tzinor biuv N,16.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,2.5,,,,1,,,,,,1,,,,,1,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
615,17,0,20,15,2014,6,11,Levi,Tzinor biuv N,19,2.6,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,0.5,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
626,21,30,2,0,2014,6,14,Levi,Tzinor biuv N,16.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,10 Kg,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
627,2,30,5,30,2014,6,14,Levi,Tzinor biuv N,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,6 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
649,6,30,11,0,2014,7,23,Levi,Tzinor biuv N,,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,,,0.5,,,,,,,1,,,,,,12 B+,1 M+,,2,,,,,1 M+,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
673,6,30,10,30,2014,8,2,Levi,Tzinor biuv N,20,2.2,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,0.5,,,,,,,,,,,,1,,1 B+ 1 S+,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,1,,,,
675,15,30,19,45,2014,8,2,Levi,Tzinor biuv N,,3.2,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,17 S+,1,,0.5,1 M+,1 L+,,,,,,,,,,,,,3 B+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,0.5,,,,
680,1,30,6,0,2014,8,5,Levi,Tzinor biuv N,20,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,15 Kg,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
737,7,0,10,30,2014,8,28,Levi,Tzinor biuv N,18,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,,,,,,,,1,,,,,3 L+ 1 S+,0.5,,,,,,,,,,1,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,,,,,,,
754,7,0,10,30,2014,9,4,Levi,Tzinor biuv N,,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
768,16,30,20,0,2014,9,12,Levi,Tzinor biuv N,18,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,4,,,,8 Kg,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,0.5,,,,,,,,1 S+,,,,
769,21,0,1,45,2014,9,12,Levi,Tzinor biuv N,,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,60 Kg,,,0.5,,,,,,,1,,,,,,,,,,,,,,,,,,FALSE,FALSE,Many broun crabs,,,,,,,,,FALSE,,,,,,,,,,,,,,
780,7,30,11,30,2014,9,14,Levi,Tzinor biuv N,,2.25,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,1,,,,3,,,,,,4,,,,,,,,,,,1,2,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
784,7,0,11,0,2014,9,16,Levi,Tzinor biuv N,,2.55,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,2,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,1,,,,
808,18,0,22,45,2014,9,29,Levi,Tzinor biuv N,,3,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5 L+1.5 M+2 S+,,2.5,,,,12 Kg,,,0.5,,,,,,,0.5 L+1.5 M+1 S+,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
833,11,15,15,15,2014,10,12,Levi,Tzinor biuv N,20,3,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,1,,,3 S+,1,,,,,,,,,,,4 M+,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,2,,,,
1009,16,30,0,0,2014,12,13,Levi,Tzinor biuv N,,21,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,15 Kg,,,1,,,,,,,,1 Ind L+,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1010,0,30,3,30,2014,12,13,Levi,Tzinor biuv N,17,,,,FALSE,,FALSE,,FALSE,TRUE,,,,,,,,2,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
1063,18,0,5,30,2014,12,28,Michael,Tzinor biuv N,,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,105,25 Kg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1071,1,0,,,2015,1,11,Levi,Tzinor biuv N,,3,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
